Price,Close,High,Low,Open,Volume
Ticker,FENY,FENY,FENY,FENY,FENY
Date,,,,,
2017-01-01,15.049201965332031,15.218056810131076,14.929596282523667,15.11252269987405,1409200
2017-01-08,14.725560188293457,15.014020644204924,14.669275254016553,15.014020644204924,1103300
2017-01-15,14.753702163696289,14.859237590943918,14.64113229377494,14.774809517533555,642100
2017-01-22,14.68333911895752,14.908478737937982,14.514483062784192,14.697409338690312,1359900
2017-01-29,14.521529197692871,14.634099087447161,14.204926885986032,14.634099087447161,1544900
2017-02-05,14.451171875,14.563741748021682,13.944606104463688,14.556705963215485,1356700
2017-02-12,14.162707328796387,14.535595799832747,14.127529753502108,14.444133298904534,1291600
2017-02-19,13.958674430847168,14.338597328537459,13.895353724242382,14.2752779638711,1059000
2017-02-26,14.134564399719238,14.373775649901775,13.951638070642101,13.993851425986556,1201700
2017-03-05,13.726497650146484,14.218990347924546,13.515428200865914,14.106420511750228,1216200
2017-03-12,13.69132137298584,13.902390862893832,13.445075647667688,13.726500292273117,1615900
2017-03-19,13.535632133483887,13.81172460413548,13.500234797329638,13.733851814866442,1188800
2017-03-26,13.896675109863281,13.988706830941666,13.379886169337876,13.394045103391514,1792900
2017-04-02,13.953309059143066,14.194005529441334,13.705534472309758,13.910833608581676,868800
2017-04-09,13.719693183898926,14.158610710028768,13.68429719723199,14.002866478315774,570300
2017-04-16,13.386964797973633,13.769247891858871,13.31617148240931,13.719691625774715,798200
2017-04-23,13.401122093200684,13.748007811770877,13.25245601365916,13.500231912715018,1511100
2017-04-30,13.280778884887695,13.436523138610568,12.969289027171419,13.401127146941448,1385100
2017-05-07,13.372806549072266,13.521472654391376,13.231221260969106,13.302014580155813,651600
2017-05-14,13.464835166931152,13.599340957099812,13.153345444435947,13.571024446111126,691200
2017-05-21,13.117951393127441,13.5214715233879,13.04715807986224,13.5214715233879,770900
2017-05-28,12.799384117126465,13.061319011207852,12.749829195338991,13.040080608897357,1238100
2017-06-04,13.025922775268555,13.07547770124553,12.686116411194615,12.749830273242287,936600
2017-06-11,12.948046684265137,13.266614529994948,12.735666770175284,13.139186851595033,986400
2017-06-18,12.68808650970459,13.037366507051031,12.509883039851522,13.023109903162487,1274400
2017-06-25,12.816396713256836,12.89480669639695,12.602553035073731,12.723731481933477,623900
2017-07-02,12.602548599243164,13.122902363364162,12.4599852909104,12.837777106283099,724700
2017-07-09,12.901931762695312,12.937571913587377,12.552653117531575,12.581164966328306,663000
2017-07-16,12.8449068069458,13.151417001542468,12.773625145014195,12.894803562422538,648800
2017-07-23,13.101516723632812,13.22982342201142,12.787879638245547,12.880544831749877,700000
2017-07-30,12.937570571899414,13.187055681024885,12.816392168014726,13.1157740270484,722600
2017-08-06,12.566909790039062,12.887676622852853,12.509884726381586,12.887676622852853,807200
2017-08-13,12.239014625549316,12.631061723773787,12.124964511171846,12.58116496868172,1364000
2017-08-20,12.381580352783203,12.410092207122192,12.124966865807943,12.217632091890748,650100
2017-08-27,12.517013549804688,12.538398459409814,12.203376366438393,12.374451564524957,630600
2017-09-03,12.645317077636719,12.823520533679375,12.495626827161436,12.56690712191092,567900
2017-09-10,12.966082572937012,13.194182756806546,12.659572441018199,12.695212584903686,772900
2017-09-17,13.387236595153809,13.430515291457379,13.098718831936074,13.105931947986669,1045700
2017-09-24,13.668540954589844,13.762308700313406,13.437725396345217,13.437725396345217,1032400
2017-10-01,13.560348510742188,13.719034327050206,13.481006978349521,13.589200977620498,959100
2017-10-08,13.574774742126465,13.740672299367606,13.524284300858408,13.58198785884495,553400
2017-10-15,13.481002807617188,13.697390739213368,13.365595727331101,13.66132654253431,651000
2017-10-22,13.394452095031738,13.53149857286095,13.178064078047896,13.495432986189336,635500
2017-10-29,13.726244926452637,13.76952224307194,13.25019031635704,13.25019031635704,2256200
2017-11-05,13.942635536193848,14.072468886497784,13.762311744274237,13.762311744274237,1060400
2017-11-12,13.466581344604492,13.949849180246336,13.358387340515417,13.877719385599818,818800
2017-11-19,13.589202880859375,13.632480211476713,13.372814852011148,13.452156395516012,389100
2017-11-26,13.97148323059082,14.058037850718714,13.423298925324264,13.560343969820241,915400
2017-12-03,13.827225685119629,14.159020736274448,13.63247569817515,13.964272125091048,999400
2017-12-10,13.704604148864746,14.014761199723964,13.704604148864746,13.87771477302225,974700
2017-12-17,14.493881225585938,14.551974266183223,13.854873014173316,13.8911797795323,1663200
2017-12-24,14.559232711791992,14.660894135258056,14.508402692566035,14.53018758009751,1466400
2017-12-31,15.096577644348145,15.125622767295486,14.595536462129502,14.624581585076843,2266200
2018-01-07,15.57583999633789,15.590361870946003,15.05301373004628,15.096583508913426,1666200
2018-01-14,15.357991218566895,15.604881027169128,15.241807942167481,15.604881027169128,1481900
2018-01-21,15.568572044372559,15.750108560890384,15.36525064726766,15.36525064726766,1270700
2018-01-28,14.530182838439941,15.546787046251477,14.45756795537904,15.503218670420415,2664900
2018-02-04,13.339306831359863,14.522924574799887,12.903618817113063,14.31234150365856,4533700
2018-02-11,13.687854766845703,13.811299663799216,13.281213323651587,13.506318235150173,1574700
2018-02-18,13.833081245422363,13.840342871886167,13.368348231848048,13.70237612411481,1536700
2018-02-25,13.470012664794922,14.036407250228264,13.179554435731959,13.876655570497157,1003600
2018-03-04,13.75321102142334,13.77499452355752,13.390137879036345,13.390137879036345,1611800
2018-03-11,13.549884796142578,13.869389436843246,13.404655036274919,13.753206182954573,555400
2018-03-18,13.539153099060059,13.984855501874152,13.327260673334353,13.590299162200552,842700
2018-03-25,13.66336727142334,13.867951549551574,13.341875899702847,13.66336727142334,889600
2018-04-01,13.626835823059082,13.977552986114627,13.144599375451174,13.597610089617515,949200
2018-04-08,14.481704711914062,14.540157551970829,13.66336495111932,13.714511011965786,1156600
2018-04-15,14.89818000793457,15.08084529059635,14.445170887363643,14.518237279153457,2929900
2018-04-22,14.985857963562012,15.161216444358104,14.686287051332192,14.861645532128282,1127500
2018-04-29,15.007780075073242,15.146604684475221,14.715514512146893,14.95663262602329,2012900
2018-05-06,15.592309951782227,15.70921563103476,14.795889140858321,15.139299399459437,2380200
2018-05-13,15.950339317321777,16.081858600638743,15.599622157560617,15.643461454124234,2220300
2018-05-20,15.190446853637695,16.227984408603188,15.029700499445363,16.045319110566904,1633700
2018-05-27,15.570390701293945,15.71652350737407,15.022394768932054,15.051621887598369,1139700
2018-06-03,15.658076286315918,15.774982015709336,15.30735909813567,15.628849157154454,1455300
2018-06-10,15.066238403320312,15.789593008743953,15.058931622219953,15.658073736189474,991100
2018-06-17,15.456902503967285,15.603900255314741,15.052655533514182,15.12615511013182,841100
2018-06-24,15.618600845336914,15.780298796467832,15.045305815510801,15.427502502061543,1103700
2018-07-01,15.596549034118652,15.714147787481666,15.280503260635383,15.501000572719102,1564600
2018-07-08,15.677397727966309,16.081643242280315,15.478949318297557,15.684747824830444,1300900
2018-07-15,15.383397102355957,15.589194156693964,15.199648931332856,15.523046104861956,1385900
2018-07-22,15.69210147857666,15.80970025128332,15.295204569275713,15.412803341982373,681100
2018-07-29,15.456902503967285,15.905247257748021,15.390753025200192,15.80234869161602,2101900
2018-08-05,15.471602439880371,15.721500177694876,15.324604677681672,15.493652735059742,811900
2018-08-12,14.898309707641602,15.486303596661967,14.707211343237981,15.456904603154955,1834300
2018-08-19,15.361357688903809,15.442207389977963,14.91301278758202,14.91301278758202,627500
2018-08-26,15.33930492401123,15.552452170548547,15.265805341730527,15.412803104404002,793100
2018-09-02,14.927702903747559,15.405447928273041,14.707205631470403,15.368698850189338,746800
2018-09-09,15.265801429748535,15.324600800127708,14.89095491787346,14.993853465565122,761900
2018-09-16,15.478950500488281,15.589199158095184,15.236402892998,15.287852173088705,746100
2018-09-23,15.735759735107422,15.979896989469673,15.654380179961453,15.669176719274475,768700
2018-09-30,16.002092361450195,16.142656680113216,15.794946429816092,15.794946429816092,1314600
2018-10-07,15.143911361694336,16.238831318680933,14.899774099280748,15.898517958636589,1459900
2018-10-14,14.840590476989746,15.210495533622122,14.81839707668032,15.151310781003975,1467900
2018-10-21,13.72347354888916,14.8553832425032,13.501531135745442,14.833188436758649,4858700
2018-10-28,13.930623054504395,14.19695512155265,13.26479429795943,13.775263622776695,2045600
2018-11-04,14.056394577026367,14.485484460303077,13.819655525711775,14.063792848764454,999600
2018-11-11,13.745670318603516,14.211750017228578,13.227802732508424,14.174760080111351,1757700
2018-11-18,13.028055191040039,13.78266035566318,12.961472174885694,13.634699195045705,1145000
2018-11-25,13.449748992919922,13.612506720838676,13.0872421822764,13.14642693889012,955100
2018-12-02,13.020659446716309,13.834450926712817,12.813512088384636,13.753071355390386,2235200
2018-12-09,12.539778709411621,13.087237880925416,12.487990829704199,12.902285400910941,3189700
2018-12-16,11.28210735321045,12.613765361617924,11.200728472197401,12.49539582358509,4684600
2018-12-23,11.588943481445312,11.775380796598037,10.820821942152621,11.230984177729,3752800
2018-12-30,12.207918167114258,12.230289738525046,11.41742349903986,11.65606307678215,1911600
2019-01-06,12.670279502868652,12.75977003813344,12.155712125504687,12.297404880339014,1095000
2019-01-13,13.050612449645996,13.050612449645996,12.521131141585649,12.528587382698607,1005500
2019-01-20,12.856719017028809,12.9238365743765,12.506217323860673,12.9238365743765,636400
2019-01-27,13.229591369628906,13.289251252035202,12.573332663159674,12.677737101769738,1021300
2019-02-03,12.80451488494873,13.304166947365864,12.588246916223122,13.162474189318184,1017100
2019-02-10,13.475688934326172,13.483146597633288,12.677737451714629,12.707568104943093,953600
2019-02-17,13.408571243286133,13.647210776941355,13.311624466140133,13.416028906513336,651600
2019-02-24,13.520432472229004,13.550263123208026,13.199761508626885,13.371283484545078,682300
2019-03-03,12.976040840148926,13.609928191062844,12.856721035553866,13.557725954353039,1306000
2019-03-10,13.341456413269043,13.527893764700547,13.058072264950967,13.065529929696721,968200
2019-03-17,13.436783790588379,13.857623708291223,13.391694311323326,13.466844399010883,2131400
2019-03-24,13.587081909179688,13.77495638327419,13.301513339238177,13.354117962645681,1084700
2019-03-31,13.902710914611816,13.917741216365775,13.481872499080252,13.684775839284821,1217300
2019-04-07,13.895198822021484,14.075558182660073,13.759928943200347,13.947803456369975,1061400
2019-04-14,13.812531471252441,14.007921107157811,13.789987450465883,13.872651248964203,616200
2019-04-21,13.632173538208008,14.165737874397063,13.489389947333352,13.917743586694746,843000
2019-04-28,13.15872859954834,13.707321730817291,13.030973897285985,13.617142784142992,1219800
2019-05-05,13.128668785095215,13.2338794737043,12.880674516765069,13.015944378284894,711000
2019-05-12,13.061036109924316,13.26394093724491,12.828072104501883,13.053522390425492,794900
2019-05-19,12.557530403137207,13.23387972350289,12.444805994199136,13.046005230816561,1735600
2019-05-26,11.99390697479248,12.602620612587279,11.956331935007865,12.587590309999724,2318200
2019-06-02,12.459836959838867,12.534987047581206,12.054028779420161,12.054028779420161,684800
2019-06-09,12.347112655639648,12.625166119400596,12.264447415044856,12.519956855639018,536300
2019-06-16,12.888190269470215,12.94831005146442,12.286992449528167,12.309536471920577,1051900
2019-06-23,13.041915893554688,13.07224517712172,12.761362427753449,13.0040024812849,711900
2019-06-30,12.91301155090332,13.261806222171792,12.7765261764944,13.208728897956904,586900
2019-07-07,13.155652046203613,13.201146690557573,12.814438597927245,12.890263969349624,569800
2019-07-14,12.761360168457031,13.185980186961503,12.564214798303533,13.185980186961503,753500
2019-07-21,12.685535430908203,12.996418140610778,12.632458106751463,12.799272760708162,557500
2019-07-28,12.23816967010498,12.905431305094574,12.109267675987041,12.655208553535699,1186400
