Date,Close,High,Low,Open,Volume
2017-01-03,584.0217895507812,591.9047235083721,576.48161231639,581.4512710187843,265050
2017-01-04,591.0479125976562,594.3038924362712,583.6791133682995,584.0218178107486,186495
2017-01-05,593.7897338867188,598.7593921957132,590.1909977673333,594.1324905827856,271950
2017-01-06,599.958984375,601.8440415962684,590.3623722190847,594.3038127111948,275770
2017-01-09,592.761474609375,597.3884281957984,590.3623347968066,593.961070664322,352815
2017-01-10,586.0782470703125,595.5034820378175,584.1931896173445,595.3321036698504,340715
2017-01-11,595.16064453125,597.3884584178106,585.7354108428653,590.1909863186582,233805
2017-01-12,590.0196533203125,603.2150024171199,586.9350520677942,601.1585667172195,265875
2017-01-13,581.9653930664062,590.0196529078321,581.2799319326961,586.9350516574702,513060
2017-01-17,588.1345825195312,589.1627479571956,580.7657323332024,583.6790071994553,437910
2017-01-18,586.4209594726562,589.676939028538,580.4230831285942,582.4794664967309,255670
2017-01-19,585.3927612304688,589.676958762458,583.5077038569268,587.9632797496622,182140
2017-01-20,590.8765258789062,594.1325579688507,588.6487639937882,591.0479042463774,252270
2017-01-23,576.481689453125,586.078303716132,570.8265688449757,583.3364064556529,308745
2017-01-24,586.2496337890625,588.4773957123627,575.6248023917782,580.5944613496036,179145
2017-01-25,597.3885498046875,597.9026326201292,587.449179561678,587.620557932604,187645
2017-01-26,591.56201171875,600.4731111403476,590.0196587808842,599.9590283592809,193105
2017-01-27,585.0499877929688,591.0478641663827,582.6508477030695,588.1346413062663,371610
2017-01-30,567.399169921875,581.9654425145372,562.6008369835372,580.9372245779408,305120
2017-01-31,571.683349609375,571.683349609375,561.5726535311188,567.5705302907851,199175
2017-02-01,571.854736328125,577.1670996978336,564.8286415618624,575.1107161571729,161960
2017-02-02,567.5704956054688,575.9675120963768,563.9717593101276,575.9675120963768,233835
2017-02-03,576.138916015625,579.3948957426059,567.9132252188303,569.4555259003124,183280
2017-02-06,564.1431884765625,575.9675639713711,562.7722137991141,574.939346037619,130505
2017-02-07,557.1170043945312,564.9999375611679,552.6614289266646,560.7157404377054,309635
2017-02-08,556.0888671875,556.9457067363252,541.3512164882409,553.861105279489,331190
2017-02-09,560.5443725585938,564.657191414438,556.0887970075421,556.0887970075421,238555
2017-02-10,566.7136840820312,572.3688040413504,565.8568445550233,568.2559847711788,219270
2017-02-13,569.2841796875,571.5119414488776,564.6572255094608,565.8568217177916,192885
2017-02-14,578.1952514648438,578.1952514648438,567.5704736436841,570.4836964006487,193245
2017-02-15,570.3123168945312,576.1388669913066,567.7417985450114,574.5965141437309,140825
2017-02-16,561.5726318359375,571.6833275235881,559.6875744676863,570.8264880195951,155900
2017-02-17,554.2037963867188,560.2016730841883,552.4901173302989,557.8025328646673,196905
2017-02-21,560.0302734375,564.4858492743433,559.8589473762362,560.8871129331494,182220
2017-02-22,553.689697265625,558.6593559232672,552.4901010425622,556.7742985573111,238275
2017-02-23,556.4315795898438,564.48583932864,551.4618687647729,561.0584814064292,292575
2017-02-24,549.5767822265625,553.175465673225,546.1494248127326,550.2622432498638,403360
2017-02-27,560.2015991210938,564.3144178540215,548.0344689674649,550.2622828250745,226350
2017-02-28,550.2623291015625,556.0888271546564,548.3772717703854,554.5465265372686,292715
2017-03-01,564.3145751953125,567.5706077183277,555.2320957820127,555.403474172278,224175
2017-03-02,552.1474609375,563.2863757733804,552.1474609375,559.0021777595803,194170
2017-03-03,548.8914184570312,558.8307890436158,547.863252790607,554.5465911090547,144060
2017-03-06,547.3489990234375,547.3489990234375,541.1797448753733,546.4921596222432,107175
2017-03-07,539.8088989257812,550.9478127131387,538.9520594036769,549.7482164632588,164775
2017-03-08,522.672119140625,540.4943711043137,521.1298184288574,536.0387950390577,468550
2017-03-09,519.5874633789062,521.3011422788402,509.30538997930256,518.7306239289393,457260
2017-03-10,521.3012084960938,525.9281107352407,516.8456323308388,523.0148876137044,247760
2017-03-13,522.500732421875,524.3857898382769,518.7306698864056,521.3011884640442,144960
2017-03-14,513.4182739257812,514.9605746716534,502.96482085234703,513.589652296953,338810
2017-03-15,530.8977661132812,532.9542019593902,516.502872082527,520.4443654046797,568940
2017-03-16,526.2708129882812,533.6396115121164,523.1861595175615,532.268689278906,213730
2017-03-17,524.0430297851562,531.069124312271,523.8717037189344,529.0127408416038,203315
2017-03-20,521.8153076171875,522.843525579349,514.6178341793945,520.787089655026,185800
2017-03-21,516.1600341796875,526.0993495054876,513.9322205395443,523.5288315111611,240100
2017-03-22,514.6177368164062,518.3878511986001,509.81945696391244,511.8758924991687,365455
2017-03-23,512.5614013671875,517.0169772441067,509.1340433537624,512.2186446469118,181785
2017-03-24,508.7912902832031,518.5592816104667,508.10582913506767,512.3900266825809,180970
2017-03-27,504.8498840332031,506.7349415426743,500.0515510729732,503.8216660919155,287520
2017-03-28,517.359619140625,519.0732979402278,506.90616800358254,509.6480645424123,326340
2017-03-29,526.956298828125,527.9845166999393,514.4464628968296,517.8738209379882,380810
2017-03-30,524.728515625,531.925935839565,523.8716761496472,530.8977180096754,224145
2017-03-31,527.9845581054688,530.2123200879937,523.357603468117,524.7285781704949,184105
2017-04-03,524.2142944335938,531.7544701183903,520.4442327398568,529.1839521146649,268030
2017-04-04,525.5853271484375,526.270788232799,519.7587771880435,525.413948803015,148565
2017-04-05,522.672119140625,540.4943711043137,522.672119140625,533.4682764203334,287490
2017-04-06,531.5831909179688,532.6113563721747,526.0993977746764,528.3271593218923,204670
2017-04-07,526.7848510742188,533.1254835340558,525.928011676799,531.9258874587375,164255
2017-04-10,535.181884765625,536.8955636182814,529.3553871260593,531.2404443234469,151390
2017-04-11,534.6679077148438,536.0388301490233,525.7567550006609,535.6961256891477,283360
2017-04-12,525.0712280273438,538.4379554246631,523.528927407704,534.3250840425144,218655
2017-04-13,510.6763000488281,526.6134925206824,510.33354335805194,523.7002698383982,293165
2017-04-17,512.2186279296875,514.1036852350155,508.4485656163628,511.1904100997512,194060
2017-04-18,509.4767761230469,514.7891917988953,505.87809184659284,508.61993657201765,215150
2017-04-19,495.9386901855469,512.3900189801624,494.73914626867514,511.53317948354004,320935
2017-04-20,497.4809875488281,502.1079417190974,496.795526415504,499.3660448884687,273700
2017-04-21,489.25531005859375,492.8540460911699,485.65657402601767,491.9972066690007,279245
2017-04-24,489.9408264160156,494.3964023734756,489.0839868971708,492.6827233357859,182580
2017-04-25,494.0535888671875,495.25318497463854,489.2553090320391,491.997205636693,213290
2017-04-26,495.424560546875,503.47881967491503,489.7693890256612,491.65444619939916,234165
2017-04-27,481.2010498046875,488.74127936044584,470.91897564392633,487.19892639846483,448770
2017-04-28,477.6023864746094,487.54170434370127,477.6023864746094,486.17078198152853,185385
2017-05-01,472.2899475097656,478.80190685495114,471.7758124263037,477.43098456038575,230620
2017-05-02,467.6629943847656,476.0600111284383,464.7497714273826,474.00362768157976,311000
2017-05-03,468.6911926269531,470.40487157622897,463.5501557791255,467.4915964435275,441695
2017-05-04,456.6954650878906,464.57839914737355,451.55442795744534,463.72155962563266,686000
2017-05-05,474.5177001953125,474.6890785531736,457.20953199798663,459.4373460555164,425650
2017-05-08,471.4330139160156,476.2312932867206,468.6911175767601,473.1466925908849,303575
2017-05-09,468.51983642578125,473.8322518791919,464.4070172125172,472.6326556390453,241625
2017-05-10,476.5740966796875,480.6869154432659,471.4330601508825,471.4330601508825,324220
2017-05-11,471.7757263183594,482.22917687280216,471.0902652961862,480.6868764985816,313315
2017-05-12,462.6933288574219,472.6326461139446,461.66511100049445,472.11856333414715,189095
2017-05-15,473.6608581542969,479.31603014928584,470.2335002048485,476.4027549733219,273550
2017-05-16,472.63262939453125,477.0882050853789,468.6911887626261,476.745500676748,353190
2017-05-17,464.4070129394531,470.7476462121723,463.2074167103441,470.7476462121723,519160
2017-05-18,468.51983642578125,471.77581612389304,459.0946017591065,459.0946017591065,309905
2017-05-19,479.65869140625,481.8865052513325,471.2616756451295,472.63259778262085,375385
2017-05-22,477.43096923828125,484.2856850857876,474.86045079546636,483.2574672491953,334415
2017-05-23,476.40277099609375,477.6023672376793,471.0903555363108,477.25961051227375,228285
2017-05-24,471.7757263183594,479.31595445423534,468.69112556991826,475.71721871617154,221050
2017-05-25,448.64111328125,476.2313539188019,447.6129477832843,469.89077339291896,760585
2017-05-26,451.04034423828125,452.7540232782484,446.58476827489994,450.35483078442724,309285
2017-05-30,442.98602294921875,449.49798225158935,442.1291834464156,448.1270599660375,243525
2017-05-31,444.5283203125,445.89929488526184,435.6171947788785,438.70182219592687,372285
2017-06-01,448.64111328125,453.6108239089552,442.30053275536704,445.8992688902355,506625
2017-06-02,443.3287658691406,445.55652758814887,437.3308633875576,445.3851492334564,565565
2017-06-05,445.2137756347656,447.2702113183806,440.758252149153,441.27233492139084,199220
2017-06-06,450.1834716796875,452.2398549983313,439.901398194478,443.157377671995,409605
2017-06-07,431.3330078125,449.8407466173471,428.4197586831877,447.61298479112804,612960
2017-06-08,430.990234375,435.4458098816824,429.6192860538158,430.4761254859729,243105
2017-06-09,444.1856689453125,450.1835461370267,430.4762092155821,432.0185361826531,628580
2017-06-12,446.5847473144531,455.6672248810594,444.8710683549175,449.4979701672648,404705
2017-06-13,454.46771240234375,456.0100131130693,444.871099106123,446.0706430823161,301995
2017-06-14,438.5304260253906,452.75399246758064,433.2180370522097,451.7257746541055,591980
2017-06-15,431.1616516113281,438.3590982609184,429.2765942310862,433.2180612042587,306125
2017-06-16,437.1595153808594,437.6735981525438,429.44796002160314,432.8753179590504,230855
2017-06-19,435.6171875,439.9014110594618,433.56077797255114,438.5304365096081,224955
2017-06-20,426.3633117675781,428.07699065237654,417.96626954286717,426.5346639668592,299335
2017-06-21,414.1961975097656,425.6778412595718,409.7406479233229,425.50648905355416,444800
2017-06-22,413.5107421875,419.50861860421026,411.4543326457897,415.22442116370297,298730
2017-06-23,416.59539794921875,417.9663203046235,412.8252830258524,415.3958016652379,300580
2017-06-26,417.62359619140625,421.73644176739725,414.71034691799696,417.79497456282314,218035
2017-06-27,415.9098815917969,423.792815328474,415.7385293836658,419.33723953841024,386560
2017-06-28,419.6799621582031,425.84921680478084,415.39576480604234,415.567143159595,392000
2017-06-29,423.4500732421875,430.64751950451205,421.22228540776996,423.10731653791925,293335
2017-06-30,424.8210144042969,428.7624813411163,420.8795736161439,425.33512333495446,373375
2017-07-03,438.7018127441406,441.7864139460653,426.8774384069875,428.76246956942305,211525
2017-07-05,424.135498046875,436.8167105593164,421.05087101316514,435.274410116793,406170
2017-07-06,415.9098815917969,429.6193133782503,414.88168989701245,428.93385224839403,382840
2017-07-07,411.7970275878906,414.3675458298267,404.9423122760611,412.99659753772806,304095
2017-07-10,417.1094665527344,419.6799851045762,407.85561022557056,409.9120198373106,223090
2017-07-11,422.2504577636719,425.6778154602883,413.51071132649855,417.45217790734023,403660
2017-07-12,422.07916259765625,430.8189102157087,418.48042607049683,430.1334490432343,307000
2017-07-13,430.1334533691406,430.3048317383166,419.5086481969273,421.2223272940155,288365
2017-07-14,435.6171875,436.64540533805734,429.61931112488566,430.64752896294306,349145
