Date,Close,High,Low,Open,Volume
2017-01-03,202.9800567626953,206.3409492905568,199.26539175634522,201.47650348578634,105250
2017-01-04,207.22532653808594,207.84443492172136,202.8915408615367,203.42221290211026,41370
2017-01-05,207.84445190429688,209.1711186185796,205.10266862989184,207.57911586232999,85490
2017-01-06,209.7902374267578,210.67468194668137,205.98712329197605,208.64045685174673,79930
2017-01-09,206.60623168945312,208.817342844111,204.83734276572682,208.02133473110328,97930
2017-01-10,203.95289611816406,207.5791102756111,203.06845166577924,207.5791102756111,58680
2017-01-11,208.55198669433594,209.52486741123292,205.45643137634062,205.54486771666754,40250
2017-01-12,206.3408966064453,211.11689132438246,204.48355782971888,210.8515552854856,39430
2017-01-13,203.5106964111328,206.87157490564692,203.3337967046402,205.5449080802694,53650
2017-01-17,205.54489135742188,206.340899485218,203.33378016168564,205.54489135742188,108970
2017-01-18,203.7760009765625,204.92578148941942,201.83022583702473,203.7760009765625,90260
2017-01-19,203.06846618652344,205.27957747559466,202.44934422914164,204.3066831101824,38190
2017-01-20,205.72183227539062,207.7560441866749,205.1027102200734,205.6333824116155,29270
2017-01-23,200.59205627441406,204.5720573374161,198.38094457274624,203.95294876006008,54360
2017-01-24,204.04132080078125,205.27955106065968,200.0613209925909,202.0955458158872,44840
2017-01-25,208.9058074951172,209.17114356873364,204.74892066030375,204.74892066030375,58450
2017-01-26,206.42935180664062,211.38224666650365,205.98712953327973,210.6746883300157,53600
2017-01-27,203.3337860107422,205.98711952195094,201.65334685186417,205.63334711867728,36240
2017-01-30,195.992919921875,201.65335970845248,193.51647245441498,201.65335970845248,122020
2017-01-31,198.6462860107422,198.6462860107422,193.95872637821017,195.99295189748503,47070
2017-02-01,199.08848571777344,201.03426114706346,196.2582521891112,200.68047520820386,131600
2017-02-02,197.58485412597656,200.76885905099618,196.1697513225061,200.76885905099618,39650
2017-02-03,203.95289611816406,204.21821865743843,198.64622940385505,198.64622940385505,35210
2017-02-06,197.85023498535156,204.04134658030566,197.58489893217163,204.04134658030566,101490
2017-02-07,194.75473022460938,198.91161782859308,193.2511768566437,197.31962808342692,93190
2017-02-08,194.48934936523438,194.75468542691445,188.4751372767675,193.87024088501605,66080
2017-02-09,196.5235595703125,198.02711247812394,195.37377905414434,195.37377905414434,58200
